# Generated at 2024-04-22 12:57:01 (12:00) by AQUARIUS Time-Series 23.2.146.0
# UTC+12
# Period Selected: Entire Record
#
# Comment: Daily mean statistics in general
# Description: daily_mean.json
# ReportTitle: Discharge.Master@FA780
# 30e1327c-8836-4c6d-bcc5-028212663a82 Discharge.Master@FA780: Mean (1 Day)
#
# CSV data starts at line 12
#
TimeStamp,Discharge@FA780
1976-12-02 00:00:00,2.80350213816076
1976-12-03 00:00:00,3.3083318584587
1976-12-04 00:00:00,2.87587743337006
1976-12-05 00:00:00,12.4064396028933
1976-12-06 00:00:00,5.39436804526672
1976-12-07 00:00:00,4.26767240618754
1976-12-08 00:00:00,4.05363077584239
1976-12-09 00:00:00,4.76603946307852
1976-12-10 00:00:00,4.1309309407181
1976-12-11 00:00:00,3.73405771368648
1976-12-12 00:00:00,3.42607970478784
1976-12-13 00:00:00,3.25237303884286
1976-12-14 00:00:00,4.90891960774107
1976-12-15 00:00:00,5.10504055692038
1976-12-16 00:00:00,4.32700271867466
1976-12-17 00:00:00,3.7685873093494
1976-12-18 00:00:00,3.25726244431899
1976-12-19 00:00:00,3.14702764790093
1976-12-20 00:00:00,3.34675599842607
1976-12-21 00:00:00,3.27721877706501
1976-12-22 00:00:00,5.62220490881886
1976-12-23 00:00:00,4.56081888619985
1976-12-24 00:00:00,3.89208972505802
1976-12-25 00:00:00,3.80924052869973
1976-12-26 00:00:00,3.48802141110558
1976-12-27 00:00:00,3.18968730750667
1976-12-28 00:00:00,3.22812543810524
1976-12-29 00:00:00,3.26593577998726
1976-12-30 00:00:00,3.8750971370969
1976-12-31 00:00:00,3.40331273957215
1977-01-01 00:00:00,3.23182063256729
1977-01-02 00:00:00,2.75098944526243
1977-01-03 00:00:00,3.16424892063387
1977-01-04 00:00:00,5.82405560650409
1977-01-05 00:00:00,8.1447485819995
1977-01-06 00:00:00,7.11992856912938
1977-01-07 00:00:00,5.70667902500495
1977-01-08 00:00:00,4.95534879036187
1977-01-09 00:00:00,4.39394257560223
1977-01-10 00:00:00,3.9742224212636
1977-01-11 00:00:00,4.60274008790781
1977-01-12 00:00:00,4.39738962162513
1977-01-13 00:00:00,3.76733339637154
1977-01-14 00:00:00,2.99094108480383
1977-01-15 00:00:00,3.01995899684985
1977-01-16 00:00:00,2.97123723369296
1977-01-17 00:00:00,2.98050110078862
1977-01-18 00:00:00,3.1809437055443
1977-01-19 00:00:00,2.9959305974444
1977-01-20 00:00:00,2.63490959589425
1977-01-21 00:00:00,2.32371292455655
1977-01-22 00:00:00,2.07397500001011
1977-01-23 00:00:00,1.82783143186968
1977-01-24 00:00:00,1.75846258069896
1977-01-25 00:00:00,2.10063405147123
1977-01-26 00:00:00,2.13150843407259
1977-01-27 00:00:00,2.18332396661291
1977-01-28 00:00:00,1.90577034991716
1977-01-29 00:00:00,1.7914324380788
1977-01-30 00:00:00,2.03297827000563
1977-01-31 00:00:00,3.48835053138477
1977-02-01 00:00:00,2.35715119887834
1977-02-02 00:00:00,2.5242279167034
1977-02-03 00:00:00,2.83977598538763
1977-02-04 00:00:00,2.32164056082051
1977-02-05 00:00:00,1.80642065129111
1977-02-06 00:00:00,1.52204683832186
1977-02-07 00:00:00,1.58455627000491
1977-02-08 00:00:00,1.60248893783204
1977-02-09 00:00:00,1.67862192076688
1977-02-10 00:00:00,1.71889893240871
1977-02-11 00:00:00,2.06924623509776
1977-02-12 00:00:00,1.80213022874641
1977-02-13 00:00:00,1.76619771555553
1977-02-14 00:00:00,1.76110952139248
