# Generated at 2024-04-22 01:04:31 (12:00) by AQUARIUS Time-Series 23.2.146.0
# UTC+12
# Period Selected: Entire Record
#
# Comment: Daily mean statistics in general
# Description: daily_mean.json
# ReportTitle: Discharge.Master@EW734
# 470e1cea-6301-48ee-b1aa-f6baa9aa41ef Discharge.Master@EW734: Mean (1 Day)
#
# CSV data starts at line 12
#
TimeStamp,Discharge@EW734
2010-12-29 00:00:00,5.66400808890762
2010-12-30 00:00:00,4.35101749343331
2010-12-31 00:00:00,3.38391260076578
2011-01-01 00:00:00,3.03273517557793
2011-01-02 00:00:00,3.27217658855481
2011-01-03 00:00:00,10.585021136833
2011-01-04 00:00:00,5.27666005691099
2011-01-05 00:00:00,4.19583533921849
2011-01-06 00:00:00,5.1266044103342
2011-01-07 00:00:00,5.36163463810292
2011-01-08 00:00:00,3.87875443137326
2011-01-09 00:00:00,3.44265833802057
2011-01-10 00:00:00,3.14331356633395
2011-01-11 00:00:00,2.94350676779078
2011-01-12 00:00:00,2.8150160908766
2011-01-13 00:00:00,2.68103119473399
2011-01-14 00:00:00,2.53298347316406
2011-01-15 00:00:00,2.46153084916122
2011-01-16 00:00:00,2.43188267154554
2011-01-17 00:00:00,2.28837103373197
2011-01-18 00:00:00,2.3518678453434
2011-01-19 00:00:00,2.7451564962393
2011-01-20 00:00:00,2.24363973551063
2011-01-21 00:00:00,2.1077005312083
2011-01-22 00:00:00,2.10171440560895
2011-01-23 00:00:00,2.1223467575607
2011-01-24 00:00:00,2.07670167575925
2011-01-25 00:00:00,1.88023084284192
2011-01-26 00:00:00,2.22242523915878
2011-01-27 00:00:00,2.17661176851769
2011-01-28 00:00:00,1.88814070572963
2011-01-29 00:00:00,2.34835265370932
2011-01-30 00:00:00,1.80323538112029
2011-01-31 00:00:00,2.54463452774971
2011-02-01 00:00:00,1.80975592947338
2011-02-02 00:00:00,2.14321153130366
2011-02-03 00:00:00,2.99490623233648
2011-02-04 00:00:00,3.13108905220665
2011-02-05 00:00:00,2.05599759366726
2011-02-06 00:00:00,2.22519096630021
2011-02-07 00:00:00,12.869965980709
2011-02-08 00:00:00,4.38622860405735
2011-02-09 00:00:00,2.96565414290717
2011-02-10 00:00:00,2.53527015248404
2011-02-11 00:00:00,2.46159188112841
2011-02-12 00:00:00,2.332701404921
2011-02-13 00:00:00,2.44671642467733
2011-02-14 00:00:00,2.72113312954732
2011-02-15 00:00:00,2.28933834608302
2011-02-16 00:00:00,2.20702000956223
2011-02-17 00:00:00,2.13925769830601
2011-02-18 00:00:00,2.02890378482746
2011-02-19 00:00:00,2.16847279773816
2011-02-20 00:00:00,2.18229900928345
2011-02-21 00:00:00,2.26047870559333
2011-02-22 00:00:00,2.5329159434651
2011-02-23 00:00:00,2.81958259907066
2011-02-24 00:00:00,2.16543000575235
2011-02-25 00:00:00,2.21301908376323
2011-02-26 00:00:00,1.96756375478436
2011-02-27 00:00:00,1.6824408723299
2011-02-28 00:00:00,1.66472937895956
2011-03-01 00:00:00,1.7329991952644
2011-03-02 00:00:00,1.8365306492028
2011-03-03 00:00:00,1.5301264378659
2011-03-04 00:00:00,1.71692354778105
2011-03-05 00:00:00,2.13125243816247
2011-03-06 00:00:00,1.68634267929822
2011-03-07 00:00:00,1.63927867954471
2011-03-08 00:00:00,1.54649661265938
2011-03-09 00:00:00,1.47200491621393
2011-03-10 00:00:00,1.57359132042293
2011-03-11 00:00:00,1.78693661843648
2011-03-12 00:00:00,1.86132006941272
2011-03-13 00:00:00,1.75462806111736
2011-03-14 00:00:00,1.74634785164152
2011-03-15 00:00:00,2.48083399282725
2011-03-16 00:00:00,1.94461733214514
2011-03-17 00:00:00,4.5827528118377
2011-03-18 00:00:00,2.6509672776395
2011-03-19 00:00:00,2.29130088878424
2011-03-20 00:00:00,2.10806885614574
2011-03-21 00:00:00,2.14533024609504
2011-03-22 00:00:00,2.07282581208703
2011-03-23 00:00:00,1.98021387419339
2011-03-24 00:00:00,1.89646043795028
2011-03-25 00:00:00,1.99536918210154
2011-03-26 00:00:00,3.64266699070443
2011-03-27 00:00:00,3.11907520940665
2011-03-28 00:00:00,2.78273611766851
2011-03-29 00:00:00,2.51598012134213
2011-03-30 00:00:00,2.25984774778769
2011-03-31 00:00:00,2.23614043922566
2011-04-01 00:00:00,2.15349899990709
2011-04-02 00:00:00,1.95563732811296
2011-04-03 00:00:00,2.06288884470699
2011-04-04 00:00:00,2.36324371816248
2011-04-05 00:00:00,2.14769043040202
2011-04-06 00:00:00,1.96908268114529
2011-04-07 00:00:00,1.86436937977034
2011-04-08 00:00:00,1.83812038946928
2011-04-09 00:00:00,1.75444695170302
2011-04-10 00:00:00,1.72680111386573
2011-04-11 00:00:00,1.70735641750323
2011-04-12 00:00:00,1.67685897807215
2011-04-13 00:00:00,1.66053741982627
2011-04-14 00:00:00,1.65511792226267
2011-04-15 00:00:00,1.68886957382967
2011-04-16 00:00:00,1.7374659831646
2011-04-17 00:00:00,1.87116689091475
2011-04-18 00:00:00,1.96716149002664
2011-04-19 00:00:00,1.92828256273726
2011-04-20 00:00:00,1.93678934073991
2011-04-21 00:00:00,1.76898016473516
2011-04-22 00:00:00,1.71822203024613
2011-04-23 00:00:00,2.94452373287548
2011-04-24 00:00:00,2.12732030978625
2011-04-25 00:00:00,1.93046007691722
2011-04-26 00:00:00,1.85834488240092
2011-04-27 00:00:00,1.77211668848089
2011-04-28 00:00:00,1.71625368410313
2011-04-29 00:00:00,1.70203059587522
2011-04-30 00:00:00,1.6962107947823
2011-05-01 00:00:00,1.67234117036696
2011-05-02 00:00:00,1.75645103144188
2011-05-03 00:00:00,2.04302669931665
2011-05-04 00:00:00,2.4371562774427
2011-05-05 00:00:00,2.5092151879033
2011-05-06 00:00:00,2.39837949245949
2011-05-07 00:00:00,2.4931637419462
2011-05-08 00:00:00,10.3185202641852
2011-05-09 00:00:00,4.59413158297075
2011-05-10 00:00:00,3.53705718118685
2011-05-11 00:00:00,3.15938971025786
2011-05-12 00:00:00,3.39582040359229
2011-05-13 00:00:00,3.04997927164901
2011-05-14 00:00:00,3.15460655647082
2011-05-15 00:00:00,5.14794411447599
2011-05-16 00:00:00,3.7735376756994
2011-05-17 00:00:00,3.3911200278161
2011-05-18 00:00:00,3.06723815099083
2011-05-19 00:00:00,2.97817404021295
2011-05-20 00:00:00,2.87428613526695
2011-05-21 00:00:00,2.71176281827594
2011-05-22 00:00:00,2.6256187834148
2011-05-23 00:00:00,2.58026712415217
2011-05-24 00:00:00,2.5208168393832
2011-05-25 00:00:00,2.81397500646231
2011-05-26 00:00:00,2.58452560523363
2011-05-27 00:00:00,2.46917361690922
2011-05-28 00:00:00,2.39618483932424
2011-05-29 00:00:00,2.28911037162966
2011-05-30 00:00:00,2.2614317560093
2011-05-31 00:00:00,2.23034215657298
2011-06-01 00:00:00,2.21025885845875
2011-06-02 00:00:00,2.1373086580786
2011-06-03 00:00:00,2.10368166026617
2011-06-04 00:00:00,2.20592766307149
2011-06-05 00:00:00,8.04983987104204
2011-06-06 00:00:00,3.76820473652514
2011-06-07 00:00:00,3.12202784673017
2011-06-08 00:00:00,2.81790563629031
2011-06-09 00:00:00,2.73453604580479
2011-06-10 00:00:00,2.80180761933455
2011-06-11 00:00:00,2.76250949813358
2011-06-12 00:00:00,2.63546041936201
2011-06-13 00:00:00,2.57262450039085
2011-06-14 00:00:00,2.51237086964012
2011-06-15 00:00:00,2.47201947828141
2011-06-16 00:00:00,2.41131835409044
2011-06-17 00:00:00,2.38084265819194
2011-06-18 00:00:00,2.40285133827197
2011-06-19 00:00:00,2.43877279925769
2011-06-20 00:00:00,2.48780751259191
2011-06-21 00:00:00,2.34895026908576
2011-06-22 00:00:00,2.30957615033952
2011-06-23 00:00:00,2.47754998922634
2011-06-24 00:00:00,2.31607788990162
2011-06-25 00:00:00,2.24875616755886
2011-06-26 00:00:00,2.24045293204275
2011-06-27 00:00:00,2.2276331529893
2011-06-28 00:00:00,2.15610712374623
2011-06-29 00:00:00,2.06210420034184
