# Generated at 2024-04-22 01:03:55 (12:00) by AQUARIUS Time-Series 23.2.146.0
# UTC+12
# Period Selected: Entire Record
#
# Comment: Daily mean statistics in general
# Description: daily_mean.json
# ReportTitle: Discharge.Master@EN203
# 41e5290a-2ae3-4641-b6e3-418310e31d73 Discharge.Master@EN203: Mean (1 Day)
#
# CSV data starts at line 12
#
TimeStamp,Discharge@EN203
2009-08-27 00:00:00,1.97505488729894
2009-08-28 00:00:00,1.83421173683116
2009-08-29 00:00:00,1.7565317957638
2009-08-30 00:00:00,1.67355451111636
2009-08-31 00:00:00,1.81891120822438
2009-09-01 00:00:00,1.77696762822576
2009-09-02 00:00:00,1.76644649673047
2009-09-03 00:00:00,1.61547840228232
2009-09-04 00:00:00,1.52359567323917
2009-09-05 00:00:00,1.48810842942306
2009-09-06 00:00:00,1.45571828207632
2009-09-07 00:00:00,1.41014293640771
2009-09-08 00:00:00,1.3568707247924
2009-09-09 00:00:00,1.51668479709726
2009-09-10 00:00:00,1.95158266779621
2009-09-11 00:00:00,1.61235493865721
2009-09-12 00:00:00,1.58593186480434
2009-09-13 00:00:00,1.64521334884856
2009-09-14 00:00:00,2.0720781635833
2009-09-15 00:00:00,2.36878512483766
2009-09-16 00:00:00,2.00660950613748
2009-09-17 00:00:00,1.65843371547295
2009-09-18 00:00:00,1.43601018665024
2009-09-19 00:00:00,1.34923461283573
2009-09-20 00:00:00,1.25358896786621
2009-09-21 00:00:00,1.15028607033774
2009-09-22 00:00:00,1.07721985129009
2009-09-23 00:00:00,0.988983709566209
2009-09-24 00:00:00,0.793890362438011
2009-09-25 00:00:00,0.737364750975463
2009-09-26 00:00:00,0.694194164303842
2009-09-27 00:00:00,0.681811968613857
2009-09-28 00:00:00,0.672149938156144
2009-09-29 00:00:00,0.62602842233985
2009-09-30 00:00:00,0.646843007187256
2009-10-01 00:00:00,0.656171442886501
2009-10-02 00:00:00,0.698305465621772
2009-10-03 00:00:00,0.829615394504353
2009-10-04 00:00:00,0.793951627584857
2009-10-05 00:00:00,0.690417172768459
2009-10-06 00:00:00,0.660964652365685
2009-10-07 00:00:00,0.598419193590185
2009-10-08 00:00:00,0.559670490609866
2009-10-09 00:00:00,0.889141882814539
2009-10-10 00:00:00,0.730612363041483
2009-10-11 00:00:00,0.841170289701177
2009-10-12 00:00:00,0.918052067292256
2009-10-13 00:00:00,0.781544344924595
2009-10-14 00:00:00,0.797828391137538
2009-10-15 00:00:00,0.73156988315935
2009-10-16 00:00:00,0.763352676478448
2009-10-17 00:00:00,1.6999806046393
2009-10-18 00:00:00,2.27208664285591
2009-10-19 00:00:00,1.94634033382336
2009-10-20 00:00:00,1.8971185954173
2009-10-21 00:00:00,1.71367328892559
2009-10-22 00:00:00,1.53175814875455
2009-10-23 00:00:00,1.42543514446893
2009-10-24 00:00:00,1.33290640927966
2009-10-25 00:00:00,1.27809354071445
2009-10-26 00:00:00,1.36694200631075
2009-10-27 00:00:00,1.67759983357278
2009-10-28 00:00:00,1.84489923916152
2009-10-29 00:00:00,1.69532272289456
2009-10-30 00:00:00,1.53506328319887
2009-10-31 00:00:00,1.45731825522793
2009-11-01 00:00:00,1.44276311976095
2009-11-02 00:00:00,1.54085312965051
2009-11-03 00:00:00,1.53663149303655
2009-11-04 00:00:00,1.45018556567141
2009-11-05 00:00:00,1.3537358194845
2009-11-06 00:00:00,1.23127143183638
2009-11-07 00:00:00,0.989207704654128
2009-11-08 00:00:00,0.722950474058495
2009-11-09 00:00:00,0.653185100379026
2009-11-10 00:00:00,0.55418057394252
2009-11-11 00:00:00,0.529741123860602
2009-11-12 00:00:00,0.481852332943429
2009-11-13 00:00:00,0.466803505377145
2009-11-14 00:00:00,0.425630725013273
2009-11-15 00:00:00,0.399453968402657
2009-11-16 00:00:00,0.392591544528576
2009-11-17 00:00:00,0.294880294031473
2009-11-18 00:00:00,0.308096630376403
2009-11-19 00:00:00,0.306519167904605
2009-11-20 00:00:00,0.272746199401967
2009-11-21 00:00:00,0.243478493585826
2009-11-22 00:00:00,0.239248762400067
2009-11-23 00:00:00,0.222920394736919
2009-11-24 00:00:00,0.198381714629092
2009-11-25 00:00:00,0.180022211413056
2009-11-26 00:00:00,0.163602379965245
2009-11-27 00:00:00,0.153585237851304
2009-11-28 00:00:00,0.150942940183871
2009-11-29 00:00:00,0.139698191019439
2009-11-30 00:00:00,0.137056770440936
2009-12-01 00:00:00,0.137969284046509
2009-12-02 00:00:00,0.187323086183431
2009-12-03 00:00:00,0.175378509919422
2009-12-04 00:00:00,0.153429872266054
2009-12-05 00:00:00,0.150231171075398
2009-12-06 00:00:00,0.151373548760953
2009-12-07 00:00:00,0.149375609546865
2009-12-08 00:00:00,0.133290164764521
2009-12-09 00:00:00,0.175501662536768
2009-12-10 00:00:00,0.182824200954677
2009-12-11 00:00:00,0.149523612839084
2009-12-12 00:00:00,0.135616813807902
2009-12-13 00:00:00,0.131837348999062
2009-12-14 00:00:00,0.144248446048155
2009-12-15 00:00:00,0.152764119405062
2009-12-16 00:00:00,0.140621636296924
2009-12-17 00:00:00,0.126383966953647
2009-12-18 00:00:00,0.122490141013332
2009-12-19 00:00:00,0.120034443169049
2009-12-20 00:00:00,0.123357310425246
2009-12-21 00:00:00,0.13962296625597
2009-12-22 00:00:00,0.136064565098106
2009-12-23 00:00:00,0.162215334201767
2009-12-24 00:00:00,0.183967647848627
2009-12-25 00:00:00,0.146946475345951
2009-12-26 00:00:00,0.16230581852678
2009-12-27 00:00:00,0.181167917572875
2009-12-28 00:00:00,0.207746754178951
2009-12-29 00:00:00,0.191478775710129
2009-12-30 00:00:00,0.18458152454661
2009-12-31 00:00:00,0.175689461092149
2010-01-01 00:00:00,0.161659501980512
2010-01-02 00:00:00,0.143410639669089
2010-01-03 00:00:00,0.137379404862755
2010-01-04 00:00:00,0.146174528591853
2010-01-05 00:00:00,0.132304205127189
2010-01-06 00:00:00,0.130092563855895
2010-01-07 00:00:00,0.12962731714053
2010-01-08 00:00:00,0.127404976556843
2010-01-09 00:00:00,0.129050743793573
2010-01-10 00:00:00,0.287521892663381
2010-01-11 00:00:00,0.345934274135748
2010-01-12 00:00:00,0.105907600008856
2010-01-13 00:00:00,0.106313558432826
2010-01-14 00:00:00,0.183270853022587
2010-01-15 00:00:00,0.198616734759053
