# Generated at 2024-04-22 01:04:59 (12:00) by AQUARIUS Time-Series 23.2.146.0
# UTC+12
# Period Selected: Entire Record
#
# Comment: Daily mean statistics in general
# Description: daily_mean.json
# ReportTitle: Discharge.Master@EY113
# 4e3e2302-f2ad-4c68-bb4e-591800ab323e Discharge.Master@EY113: Mean (1 Day)
#
# CSV data starts at line 12
#
TimeStamp,Discharge@EY113
2012-11-21 00:00:00,0.934200058785293
2012-11-22 00:00:00,0.866374593936309
2012-11-23 00:00:00,0.777880943818865
2012-11-24 00:00:00,0.725946299994012
2012-11-25 00:00:00,0.630577398329999
2012-11-26 00:00:00,0.569552483496533
2012-11-27 00:00:00,0.500559450641146
2012-11-28 00:00:00,0.453198329446787
2012-11-29 00:00:00,0.436944826914191
2012-11-30 00:00:00,0.430635421346171
2012-12-01 00:00:00,0.379407156373522
2012-12-02 00:00:00,0.348123880835541
2012-12-03 00:00:00,0.301921775572218
2012-12-04 00:00:00,0.296896537467973
2012-12-05 00:00:00,0.472430009725842
2012-12-06 00:00:00,0.366619133267298
2012-12-07 00:00:00,1.19696602908619
2012-12-08 00:00:00,1.04213211922028
2012-12-09 00:00:00,0.721674012193333
2012-12-10 00:00:00,0.592520584903301
2012-12-11 00:00:00,0.535478897871613
2012-12-12 00:00:00,0.500183470226758
2012-12-13 00:00:00,0.476204655629961
2012-12-14 00:00:00,0.446923278155173
2012-12-15 00:00:00,0.440953570829403
2012-12-16 00:00:00,0.418716996626714
2012-12-17 00:00:00,0.415933321260599
2012-12-18 00:00:00,0.459845685101992
2012-12-19 00:00:00,0.431658528196361
2012-12-20 00:00:00,0.39533682554941
2012-12-21 00:00:00,0.373411630577075
2012-12-22 00:00:00,0.382519486753882
2012-12-23 00:00:00,0.372111745764455
2012-12-24 00:00:00,0.366845759961344
2012-12-25 00:00:00,0.361898439015498
2012-12-26 00:00:00,0.367786032175406
2012-12-27 00:00:00,0.380333948685268
2012-12-28 00:00:00,0.379948686263483
2012-12-29 00:00:00,0.39036129840065
2012-12-30 00:00:00,0.501632809525082
2012-12-31 00:00:00,0.468474549842367
2013-01-01 00:00:00,0.450441433809991
2013-01-02 00:00:00,0.838157864385878
2013-01-03 00:00:00,1.39428945644593
2013-01-04 00:00:00,0.914783108088068
2013-01-05 00:00:00,0.557809949987595
2013-01-06 00:00:00,0.44416098781666
2013-01-07 00:00:00,0.422800134440079
2013-01-08 00:00:00,0.417609722305448
2013-01-09 00:00:00,0.474434495886423
2013-01-10 00:00:00,0.880121512633719
2013-01-11 00:00:00,0.527657315246157
2013-01-12 00:00:00,0.452486599033371
2013-01-13 00:00:00,0.672366619229576
2013-01-14 00:00:00,0.545206103103615
2013-01-15 00:00:00,0.518074027572399
2013-01-16 00:00:00,0.501856844026406
2013-01-17 00:00:00,0.647166971213112
2013-01-18 00:00:00,0.653545740585062
2013-01-19 00:00:00,0.536249040274618
2013-01-20 00:00:00,0.503947197258453
2013-01-21 00:00:00,0.46719340854777
2013-01-22 00:00:00,0.442487365551252
2013-01-23 00:00:00,0.425798556191912
2013-01-24 00:00:00,0.447674719716112
2013-01-25 00:00:00,0.427480598045308
2013-01-26 00:00:00,0.38494237740165
2013-01-27 00:00:00,0.362658951492187
2013-01-28 00:00:00,0.345859704191034
2013-01-29 00:00:00,0.333428394319268
2013-01-30 00:00:00,0.316119519862734
2013-01-31 00:00:00,0.291973512387311
2013-02-01 00:00:00,0.280471906832771
2013-02-02 00:00:00,0.276901365922485
2013-02-03 00:00:00,0.281978865486757
2013-02-04 00:00:00,1.04274154656107
2013-02-05 00:00:00,0.697042900981934
2013-02-06 00:00:00,0.32954250083868
2013-02-07 00:00:00,0.263955212661776
2013-02-08 00:00:00,0.238399311971112
2013-02-09 00:00:00,0.222087902478183
2013-02-10 00:00:00,0.216292481205961
2013-02-11 00:00:00,0.23912113603447
2013-02-12 00:00:00,0.233570180117822
2013-02-13 00:00:00,0.209896206872588
2013-02-14 00:00:00,0.200373009879843
2013-02-15 00:00:00,0.195395079691727
2013-02-16 00:00:00,0.195976268344581
2013-02-17 00:00:00,0.187445216014287
2013-02-18 00:00:00,0.173580365473292
2013-02-19 00:00:00,0.16692718240074
2013-02-20 00:00:00,0.162132433862604
2013-02-21 00:00:00,0.165226220482399
2013-02-22 00:00:00,0.164605659806953
2013-02-23 00:00:00,0.160561532470729
2013-02-24 00:00:00,0.15658983464555
2013-02-25 00:00:00,0.152955483951749
2013-02-26 00:00:00,0.14873920572721
2013-02-27 00:00:00,0.149026918753368
2013-02-28 00:00:00,0.146629255903148
2013-03-01 00:00:00,0.146284421736248
2013-03-02 00:00:00,0.154027909892147
2013-03-03 00:00:00,0.156095868502561
2013-03-04 00:00:00,0.151088880793306
2013-03-05 00:00:00,0.149188529618141
2013-03-06 00:00:00,0.148789683361453
2013-03-07 00:00:00,0.148555668129202
2013-03-08 00:00:00,0.143644731948821
2013-03-09 00:00:00,0.142962314396171
2013-03-10 00:00:00,0.140545726069529
2013-03-11 00:00:00,0.137013318630382
2013-03-12 00:00:00,0.136489186455668
2013-03-13 00:00:00,0.135220357711868
2013-03-14 00:00:00,0.131408483101533
2013-03-15 00:00:00,0.128158639895283
2013-03-16 00:00:00,0.130198676353154
2013-03-17 00:00:00,0.376802136135508
2013-03-18 00:00:00,0.344773254897861
2013-03-19 00:00:00,0.206053807672652
2013-03-20 00:00:00,0.164364450966616
2013-03-21 00:00:00,0.150833544598174
2013-03-22 00:00:00,0.144462691125371
2013-03-23 00:00:00,0.138742856691249
2013-03-24 00:00:00,0.136833736097972
2013-03-25 00:00:00,0.144203716684184
2013-03-26 00:00:00,0.14012742126707
2013-03-27 00:00:00,0.135352929948219
2013-03-28 00:00:00,0.132799197102705
2013-03-29 00:00:00,0.130132089729812
2013-03-30 00:00:00,0.129227415171897
2013-03-31 00:00:00,0.133701629801125
2013-04-01 00:00:00,0.137801495576064
2013-04-02 00:00:00,0.12921051952434
2013-04-03 00:00:00,0.133614752971013
2013-04-04 00:00:00,0.133097100060854
2013-04-05 00:00:00,0.136797950452253
2013-04-06 00:00:00,0.137448398842602
2013-04-07 00:00:00,0.131065324988375
2013-04-08 00:00:00,0.129034723683893
2013-04-09 00:00:00,0.128822278784246
2013-04-10 00:00:00,0.126630765390352
2013-04-11 00:00:00,0.123825393300306
2013-04-12 00:00:00,0.122953376476131
2013-04-13 00:00:00,0.122253334645802
2013-04-14 00:00:00,0.121166295193446
2013-04-15 00:00:00,0.119670896742893
2013-04-16 00:00:00,0.119326865265183
2013-04-17 00:00:00,0.120375484541557
2013-04-18 00:00:00,0.120751531960476
2013-04-19 00:00:00,0.120313954192509
