# Generated at 2024-04-22 01:04:46 (12:00) by AQUARIUS Time-Series 23.2.146.0
# UTC+12
# Period Selected: Entire Record
#
# Comment: Daily mean statistics in general
# Description: daily_mean.json
# ReportTitle: Discharge.Master@EX666
# 71568f41-8048-4ec7-9ade-7088942d8338 Discharge.Master@EX666: Mean (1 Day)
#
# CSV data starts at line 12
#
TimeStamp,Discharge@EX666
2012-10-10 00:00:00,4.78719450309087
2012-10-11 00:00:00,4.42027933347198
2012-10-12 00:00:00,3.96818251936739
2012-10-13 00:00:00,8.28034047478453
2012-10-14 00:00:00,8.25089087285073
2012-10-15 00:00:00,7.40724500557071
2012-10-16 00:00:00,6.69720902886357
2012-10-17 00:00:00,6.54397788031389
2012-10-18 00:00:00,6.81788105322509
2012-10-19 00:00:00,5.91252249101151
2012-10-20 00:00:00,4.9080625033202
2012-10-21 00:00:00,4.26137582624187
2012-10-22 00:00:00,5.1128851768629
2012-10-23 00:00:00,4.68014853878164
2012-10-24 00:00:00,4.11303308319662
2012-10-25 00:00:00,3.67345996894369
2012-10-26 00:00:00,3.41365361355226
2012-10-27 00:00:00,3.26957495920366
2012-10-28 00:00:00,3.52233685241977
2012-10-29 00:00:00,3.34650143869137
2012-10-30 00:00:00,3.08070065571662
2012-10-31 00:00:00,2.78312125739732
2012-11-01 00:00:00,2.55061329998027
2012-11-02 00:00:00,2.47475581927197
2012-11-03 00:00:00,3.38963507958002
2012-11-04 00:00:00,3.48599183635616
2012-11-05 00:00:00,3.66493169881596
2012-11-06 00:00:00,3.10428195116102
2012-11-07 00:00:00,3.12068780638218
2012-11-08 00:00:00,2.99323127943029
2012-11-09 00:00:00,2.75927544161088
2012-11-10 00:00:00,2.53623908244539
2012-11-11 00:00:00,3.67169812667905
2012-11-12 00:00:00,7.67276888228585
2012-11-13 00:00:00,5.04921473958756
2012-11-14 00:00:00,4.03152463605626
2012-11-15 00:00:00,4.22829390953289
2012-11-16 00:00:00,4.44779560947333
2012-11-17 00:00:00,7.56416736947047
2012-11-18 00:00:00,13.6963935298975
2012-11-19 00:00:00,8.57289615749841
2012-11-20 00:00:00,7.96520051245004
2012-11-21 00:00:00,6.3248555386799
2012-11-22 00:00:00,4.8895008380438
2012-11-23 00:00:00,4.02885366156116
2012-11-24 00:00:00,3.71605332584789
2012-11-25 00:00:00,3.15591129474013
2012-11-26 00:00:00,2.68932740731428
2012-11-27 00:00:00,2.32803827503355
2012-11-28 00:00:00,2.06227300961187
2012-11-29 00:00:00,1.93263462368088
2012-11-30 00:00:00,1.96235231095898
2012-12-01 00:00:00,1.79183866040511
2012-12-02 00:00:00,1.64022289285639
2012-12-03 00:00:00,1.43284359957947
2012-12-04 00:00:00,1.25274683578688
2012-12-05 00:00:00,1.15203264598621
2012-12-06 00:00:00,1.0693627411716
2012-12-07 00:00:00,3.90712578757834
2012-12-08 00:00:00,4.63267464816587
2012-12-09 00:00:00,2.95994663183793
2012-12-10 00:00:00,2.30054024456249
2012-12-11 00:00:00,1.97875302997523
2012-12-12 00:00:00,1.75881787910093
2012-12-13 00:00:00,1.60040816854412
2012-12-14 00:00:00,1.42840106396394
2012-12-15 00:00:00,1.21389104746577
2012-12-16 00:00:00,1.0214459500361
2012-12-17 00:00:00,0.901282009737101
2012-12-18 00:00:00,0.969466390667649
2012-12-19 00:00:00,0.908276890448437
2012-12-20 00:00:00,0.77336565297287
2012-12-21 00:00:00,0.696863282745447
2012-12-22 00:00:00,0.762572132006332
2012-12-23 00:00:00,0.681518523237644
2012-12-24 00:00:00,0.611248151185764
2012-12-25 00:00:00,0.563884460806578
2012-12-26 00:00:00,0.519371863063437
2012-12-27 00:00:00,0.550776885400786
2012-12-28 00:00:00,0.527459999788903
2012-12-29 00:00:00,0.495897849707258
2012-12-30 00:00:00,0.553193585914525
2012-12-31 00:00:00,1.20858870997708
2013-01-01 00:00:00,0.682134490178408
2013-01-02 00:00:00,1.00970481797069
2013-01-03 00:00:00,12.2736985351203
2013-01-04 00:00:00,6.01553850714264
2013-01-05 00:00:00,3.28480136721935
2013-01-06 00:00:00,2.24433583895004
2013-01-07 00:00:00,1.87462405855555
2013-01-08 00:00:00,1.57189099846015
2013-01-09 00:00:00,1.27290677732404
2013-01-10 00:00:00,1.79383650983589
2013-01-11 00:00:00,1.19860198253408
2013-01-12 00:00:00,0.935932909903136
2013-01-13 00:00:00,1.24990724190173
2013-01-14 00:00:00,1.18043950254071
2013-01-15 00:00:00,7.60412088298534
2013-01-16 00:00:00,4.21758805286493
2013-01-17 00:00:00,8.47350344258756
2013-01-18 00:00:00,6.22705929493964
2013-01-19 00:00:00,4.13102170472461
2013-01-20 00:00:00,3.15212393828192
2013-01-21 00:00:00,2.50098464227314
2013-01-22 00:00:00,2.06221326890647
2013-01-23 00:00:00,1.66532366216333
2013-01-24 00:00:00,1.61556117204069
2013-01-25 00:00:00,1.53452245804636
2013-01-26 00:00:00,1.31979202800262
2013-01-27 00:00:00,1.1312187158097
2013-01-28 00:00:00,1.00665675480035
2013-01-29 00:00:00,0.925199269847731
2013-01-30 00:00:00,0.874101425591825
2013-01-31 00:00:00,0.702488747621677
2013-02-01 00:00:00,0.493450613386044
2013-02-02 00:00:00,0.429628109670044
2013-02-03 00:00:00,0.410493451575331
2013-02-04 00:00:00,2.39779303964711
2013-02-05 00:00:00,4.90971932173584
2013-02-06 00:00:00,2.03222317424598
2013-02-07 00:00:00,1.56226211883385
2013-02-08 00:00:00,1.29375189481753
2013-02-09 00:00:00,1.09372316781624
2013-02-10 00:00:00,0.972272230942434
2013-02-11 00:00:00,0.889109441266962
2013-02-12 00:00:00,0.865821390034422
2013-02-13 00:00:00,0.8163337980711
2013-02-14 00:00:00,0.720112955257496
2013-02-15 00:00:00,0.609351030083948
2013-02-16 00:00:00,0.554570854451621
2013-02-17 00:00:00,0.51311670971135
2013-02-18 00:00:00,0.467726086163961
2013-02-19 00:00:00,0.389339289467271
2013-02-20 00:00:00,0.33857758307122
2013-02-21 00:00:00,0.327980368978927
2013-02-22 00:00:00,0.323421017510473
2013-02-23 00:00:00,0.313109674210108
2013-02-24 00:00:00,0.296365044245562
2013-02-25 00:00:00,0.278687393230619
2013-02-26 00:00:00,0.265746199368491
2013-02-27 00:00:00,0.214068164212097
2013-02-28 00:00:00,0.191597145230379
2013-03-01 00:00:00,0.174674528538808
2013-03-02 00:00:00,0.174764199292431
2013-03-03 00:00:00,0.178343049579653
2013-03-04 00:00:00,0.190797213361958
2013-03-05 00:00:00,0.178185396811538
2013-03-06 00:00:00,0.165379395702482
2013-03-07 00:00:00,0.163296219058238
2013-03-08 00:00:00,0.157854744182508
2013-03-09 00:00:00,0.151798321357505
2013-03-10 00:00:00,0.154054117174248
2013-03-11 00:00:00,0.164513608972659
2013-03-12 00:00:00,0.167352574001695
2013-03-13 00:00:00,0.167034168031193
2013-03-14 00:00:00,0.160720559161812
2013-03-15 00:00:00,0.161656240584169
2013-03-16 00:00:00,0.125653491593347
2013-03-17 00:00:00,0.329152070655002
2013-03-18 00:00:00,2.11019493699316
2013-03-19 00:00:00,3.02531604704368
2013-03-20 00:00:00,1.4407157655822
2013-03-21 00:00:00,0.877791282797522
2013-03-22 00:00:00,0.653242659564937
2013-03-23 00:00:00,0.498574083292288
2013-03-24 00:00:00,0.382094850436553
2013-03-25 00:00:00,0.342558805038275
2013-03-26 00:00:00,0.307460506171292
2013-03-27 00:00:00,0.273531062411095
2013-03-28 00:00:00,0.238533709519172
2013-03-29 00:00:00,0.215785416060829
2013-03-30 00:00:00,0.206416886112272
2013-03-31 00:00:00,0.208621565173318
2013-04-01 00:00:00,0.212994443904681
2013-04-02 00:00:00,0.196027874838037
2013-04-03 00:00:00,0.23021794496971
2013-04-04 00:00:00,0.459514576484692
2013-04-05 00:00:00,0.424810594609504
2013-04-06 00:00:00,0.475215750265302
2013-04-07 00:00:00,0.41899359563823
2013-04-08 00:00:00,0.382684589049926
2013-04-09 00:00:00,0.550019369558619
2013-04-10 00:00:00,0.781539525104594
2013-04-11 00:00:00,0.578971836655662
2013-04-12 00:00:00,0.471549111412856
2013-04-13 00:00:00,0.436861187087446
2013-04-14 00:00:00,0.415204672822934
2013-04-15 00:00:00,0.380691828534986
2013-04-16 00:00:00,0.359331910954053
2013-04-17 00:00:00,0.360563748703981
2013-04-18 00:00:00,0.358969630127392
2013-04-19 00:00:00,0.333446967399158
2013-04-20 00:00:00,2.10882691196671
2013-04-21 00:00:00,6.94249553462277
2013-04-22 00:00:00,6.52400678373552
2013-04-23 00:00:00,4.06494872614335
2013-04-24 00:00:00,8.87977284728093
2013-04-25 00:00:00,5.99703940682607
2013-04-26 00:00:00,3.71142825013854
2013-04-27 00:00:00,2.75067594785142
2013-04-28 00:00:00,2.13545752910407
2013-04-29 00:00:00,1.81715480155102
2013-04-30 00:00:00,1.59014909760045
2013-05-01 00:00:00,1.43779633067917
2013-05-02 00:00:00,1.39541890170909
2013-05-03 00:00:00,1.84587171423909
2013-05-04 00:00:00,1.68457723085083
2013-05-05 00:00:00,12.3966550057226
2013-05-06 00:00:00,22.8626154023579
2013-05-07 00:00:00,9.23431219516653
2013-05-08 00:00:00,6.38071264834397
2013-05-09 00:00:00,5.2577256935458
2013-05-10 00:00:00,7.84332163596085
2013-05-11 00:00:00,5.87586662105625
2013-05-12 00:00:00,7.66629498177676
2013-05-13 00:00:00,7.8943883012805
2013-05-14 00:00:00,6.2427706907712
2013-05-15 00:00:00,4.87796761411242
2013-05-16 00:00:00,3.95524069802095
2013-05-17 00:00:00,3.37267977655502
2013-05-18 00:00:00,3.04214044218567
2013-05-19 00:00:00,7.62433721018338
2013-05-20 00:00:00,6.85419428024527
2013-05-21 00:00:00,5.4111533530723
2013-05-22 00:00:00,12.5100305741397
2013-05-23 00:00:00,14.2299402469922
2013-05-24 00:00:00,9.06771402561196
2013-05-25 00:00:00,6.823377939052
2013-05-26 00:00:00,5.89289088752196
2013-05-27 00:00:00,4.74852503973766
2013-05-28 00:00:00,3.87761320779291
2013-05-29 00:00:00,3.30430132877317
2013-05-30 00:00:00,2.98766172874062
2013-05-31 00:00:00,2.70596693885692
2013-06-01 00:00:00,2.55614259285837
2013-06-02 00:00:00,2.42543532783589
2013-06-03 00:00:00,10.4426600571214
2013-06-04 00:00:00,7.50911203371376
2013-06-05 00:00:00,5.51595743562353
2013-06-06 00:00:00,5.07097675172665
2013-06-07 00:00:00,4.6138505985834
2013-06-08 00:00:00,4.52820903080098
2013-06-09 00:00:00,5.34270088215909
2013-06-10 00:00:00,5.26656923785971
2013-06-11 00:00:00,4.69668357775549
2013-06-12 00:00:00,4.29170671100133
2013-06-13 00:00:00,4.04714622292676
2013-06-14 00:00:00,4.58516188860115
2013-06-15 00:00:00,3.95392127280524
2013-06-16 00:00:00,14.7540817432346
2013-06-17 00:00:00,
2013-06-18 00:00:00,
2013-06-19 00:00:00,
2013-06-20 00:00:00,
2013-06-21 00:00:00,
2013-06-22 00:00:00,
2013-06-23 00:00:00,
2013-06-24 00:00:00,
2013-06-25 00:00:00,
2013-06-26 00:00:00,
2013-06-27 00:00:00,
2013-06-28 00:00:00,
2013-06-29 00:00:00,
2013-06-30 00:00:00,
2013-07-01 00:00:00,
2013-07-02 00:00:00,
2013-07-03 00:00:00,
2013-07-04 00:00:00,
2013-07-05 00:00:00,
2013-07-06 00:00:00,
2013-07-07 00:00:00,
2013-07-08 00:00:00,
2013-07-09 00:00:00,
2013-07-10 00:00:00,
2013-07-11 00:00:00,
2013-07-12 00:00:00,
2013-07-13 00:00:00,
2013-07-14 00:00:00,
2013-07-15 00:00:00,
2013-07-16 00:00:00,4.79028617398208
2013-07-17 00:00:00,4.6035379462373
2013-07-18 00:00:00,4.94748912992776
2013-07-19 00:00:00,5.87432025104504
2013-07-20 00:00:00,5.5613822244412
2013-07-21 00:00:00,5.61004463294751
2013-07-22 00:00:00,6.32468206160006
2013-07-23 00:00:00,6.13229373648721
2013-07-24 00:00:00,5.16740536476654
2013-07-25 00:00:00,4.36270183477511
2013-07-26 00:00:00,3.78554951088214
2013-07-27 00:00:00,3.36713314687418
2013-07-28 00:00:00,3.17566948244929
2013-07-29 00:00:00,3.01936070874277
2013-07-30 00:00:00,2.91119263183671
2013-07-31 00:00:00,2.80278089481507
2013-08-01 00:00:00,2.67090033842873
2013-08-02 00:00:00,2.56825160954934
2013-08-03 00:00:00,2.55343950961761
2013-08-04 00:00:00,2.70655531209245
2013-08-05 00:00:00,2.58645587147874
2013-08-06 00:00:00,2.4910299555951
2013-08-07 00:00:00,2.35153721594314
2013-08-08 00:00:00,2.3010369553778
2013-08-09 00:00:00,2.2291571666357
2013-08-10 00:00:00,2.28010850559597
2013-08-11 00:00:00,2.23384363354114
2013-08-12 00:00:00,2.44553550777152
2013-08-13 00:00:00,2.52567239160001
2013-08-14 00:00:00,2.30436578542266
2013-08-15 00:00:00,2.06544738158206
2013-08-16 00:00:00,2.00325775256236
2013-08-17 00:00:00,2.0535740174339
2013-08-18 00:00:00,3.86372152897601
2013-08-19 00:00:00,7.33320586471362
2013-08-20 00:00:00,5.12905182103432
2013-08-21 00:00:00,3.49006976268255
2013-08-22 00:00:00,2.87813351974194
2013-08-23 00:00:00,2.60317832719592
2013-08-24 00:00:00,2.3284884158805
2013-08-25 00:00:00,2.12159390250714
2013-08-26 00:00:00,1.95167657668899
2013-08-27 00:00:00,1.79745464921651
2013-08-28 00:00:00,1.76875519581439
2013-08-29 00:00:00,2.09338680563237
2013-08-30 00:00:00,2.25457877626974
2013-08-31 00:00:00,2.07314386883644
2013-09-01 00:00:00,1.89838223578746
2013-09-02 00:00:00,1.7841246608467
2013-09-03 00:00:00,1.7075828002958
2013-09-04 00:00:00,2.29388077903783
2013-09-05 00:00:00,2.56852980066779
2013-09-06 00:00:00,2.73752209230858
2013-09-07 00:00:00,3.10225955126153
2013-09-08 00:00:00,3.16725595093802
2013-09-09 00:00:00,2.74501174967411
2013-09-10 00:00:00,2.53147924770234
2013-09-11 00:00:00,5.30928433374024
2013-09-12 00:00:00,3.56150911913632
2013-09-13 00:00:00,2.87966200887734
2013-09-14 00:00:00,2.55921672435756
2013-09-15 00:00:00,2.28968213862425
2013-09-16 00:00:00,2.05570241365213
2013-09-17 00:00:00,1.82706000614785
2013-09-18 00:00:00,1.66113574725189
2013-09-19 00:00:00,1.58083776491675
2013-09-20 00:00:00,1.5418053508764
2013-09-21 00:00:00,1.52941617037234
2013-09-22 00:00:00,1.55053058333083
2013-09-23 00:00:00,1.56701282793642
2013-09-24 00:00:00,1.64404779208589
2013-09-25 00:00:00,1.61014487335196
2013-09-26 00:00:00,1.49410731815322
2013-09-27 00:00:00,1.52478946259889
2013-09-28 00:00:00,1.69757039363307
2013-09-29 00:00:00,1.84451944336373
2013-09-30 00:00:00,1.75757780805764
2013-10-01 00:00:00,1.50130418357063
2013-10-02 00:00:00,1.37135381400976
2013-10-03 00:00:00,1.55042799461718
2013-10-04 00:00:00,1.41755774424871
2013-10-05 00:00:00,1.53215741005066
2013-10-06 00:00:00,1.43318272000659
2013-10-07 00:00:00,1.30889476017937
2013-10-08 00:00:00,1.40171765244599
2013-10-09 00:00:00,1.36475834456874
2013-10-10 00:00:00,1.39018342652912
2013-10-11 00:00:00,1.40965313272784
2013-10-12 00:00:00,1.8967850679794
2013-10-13 00:00:00,1.82630845510544
2013-10-14 00:00:00,2.45406740680098
2013-10-15 00:00:00,6.00403198645229
2013-10-16 00:00:00,7.2981172787036
2013-10-17 00:00:00,6.07919482398837
2013-10-18 00:00:00,5.04678100692344
2013-10-19 00:00:00,4.20201819192946
2013-10-20 00:00:00,3.25462810087362
2013-10-21 00:00:00,2.75812861503683
2013-10-22 00:00:00,2.87292915341513
2013-10-23 00:00:00,2.68264059767128
2013-10-24 00:00:00,3.14546347503671
2013-10-25 00:00:00,2.59973157010461
2013-10-26 00:00:00,2.22079949903744
2013-10-27 00:00:00,1.94822968879507
2013-10-28 00:00:00,1.94577578276416
2013-10-29 00:00:00,1.92312473521104
2013-10-30 00:00:00,1.68490837670498
2013-10-31 00:00:00,1.59645310421901
2013-11-01 00:00:00,2.66519419985066
2013-11-02 00:00:00,2.31670699260953
2013-11-03 00:00:00,1.90195475994511
2013-11-04 00:00:00,1.68841845533401
2013-11-05 00:00:00,1.51899466163259
2013-11-06 00:00:00,1.40570969069266
2013-11-07 00:00:00,1.24519660303884
2013-11-08 00:00:00,1.15600071393533
2013-11-09 00:00:00,1.13020763863341
2013-11-10 00:00:00,1.0328445559589
2013-11-11 00:00:00,1.20707567522809
2013-11-12 00:00:00,1.02948110698449
2013-11-13 00:00:00,0.838340106728951
2013-11-14 00:00:00,0.701025390834023
2013-11-15 00:00:00,0.638175526779382
2013-11-16 00:00:00,0.590231732267091
2013-11-17 00:00:00,0.654894347337507
2013-11-18 00:00:00,0.688752424841685
2013-11-19 00:00:00,0.591915474565159
2013-11-20 00:00:00,0.492030525789258
2013-11-21 00:00:00,0.489410151557824
2013-11-22 00:00:00,0.771378753690483
2013-11-23 00:00:00,0.574121727531248
2013-11-24 00:00:00,0.484434004133811
2013-11-25 00:00:00,0.515551277765099
2013-11-26 00:00:00,0.614174120264573
2013-11-27 00:00:00,0.630830242171931
2013-11-28 00:00:00,0.637411309711616
2013-11-29 00:00:00,0.527231193137164
2013-11-30 00:00:00,0.496995413023607
2013-12-01 00:00:00,0.522210541791019
2013-12-02 00:00:00,0.426166930713232
2013-12-03 00:00:00,0.362888068262177
2013-12-04 00:00:00,0.323998908462146
2013-12-05 00:00:00,0.294628973512434
2013-12-06 00:00:00,0.269631296556897
2013-12-07 00:00:00,0.257492050595605
2013-12-08 00:00:00,0.284394141920287
2013-12-09 00:00:00,0.409354723943815
2013-12-10 00:00:00,0.33604088236855
2013-12-11 00:00:00,0.294911113807757
2013-12-12 00:00:00,0.287740182254852
2013-12-13 00:00:00,0.266137608576857
2013-12-14 00:00:00,0.241613506120472
2013-12-15 00:00:00,0.274885839408218
2013-12-16 00:00:00,0.298454458579583
2013-12-17 00:00:00,0.4175319481812
2013-12-18 00:00:00,0.385252182474448
2013-12-19 00:00:00,1.22483837549178
2013-12-20 00:00:00,0.789804483530464
2013-12-21 00:00:00,3.28745342616077
2013-12-22 00:00:00,5.29812399543565
2013-12-23 00:00:00,2.28147673297479
2013-12-24 00:00:00,1.69328517967108
2013-12-25 00:00:00,1.56280657430149
2013-12-26 00:00:00,10.669194704757
2013-12-27 00:00:00,7.2790883344406
2013-12-28 00:00:00,3.58356579611063
2013-12-29 00:00:00,2.42686323620992
2013-12-30 00:00:00,1.9207000480183
2013-12-31 00:00:00,1.38406433817803
2014-01-01 00:00:00,1.07199076654053
2014-01-02 00:00:00,0.945131123580269
2014-01-03 00:00:00,10.8029018634315
2014-01-04 00:00:00,3.37130059385867
2014-01-05 00:00:00,2.33616286933179
2014-01-06 00:00:00,1.71514325575887
2014-01-07 00:00:00,2.56463739169212
2014-01-08 00:00:00,5.47040711188412
2014-01-09 00:00:00,5.26819642929841
2014-01-10 00:00:00,3.27542807690188
2014-01-11 00:00:00,2.63254284061884
2014-01-12 00:00:00,3.16365223268384
2014-01-13 00:00:00,3.82248808083885
2014-01-14 00:00:00,2.53306706969474
2014-01-15 00:00:00,1.92120884998608
2014-01-16 00:00:00,1.544393480094
